query_id,query_kind,query_exam_id,query_file,query_line,usage,peer_id,peer_file,peer_line,peer_note,classification,jaccard_stem,jaccard_combo,tfidf,seq,choice_hits,number_match,reason,judge_stem,judge_scene,judge_numbers,judge_choices,judge_correct_pos,judge_distractor,judge_explanation,statutory_or_general,fix_needed,fix_applied,rationale
crane-types-structure,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,58,in_use,492a350d-b075-4041-b9cb-e650c8b4ae1f,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,937,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問1,KEEP_GENERAL,0.0019,0.1379,0.4082,0.0297,0,none,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,天井／ジブ等の型式語を一列の五語束から、用途と構造の対比へ崩した。残る一致は天井クレーン・ジブクレーンというJIS/教科書の型式名だけ。型式名は変更できない。
derrick-types-structure,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,72,in_use,07af7c33-a859-4289-9a69-69f480dcad15,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1091,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問8,KEEP_GENERAL,0.0067,0.1721,0.6198,0.0202,0,partial,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,ガイ／スチフレッグ／ジンポール／鳥居／二又の分類を、マストの支え方から説明する順にした。残る一致は型式名と旋回範囲の慣用（約240°）。型式名は一般分類。
hoist-and-brake,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,114,in_use,2959946b-e878-41db-83c5-67954c8661ac,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,203,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問7,KEEP_STATUTORY,0.0057,0.148,0.429,0.0354,0,subset,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,statutory,yes,yes,制動トルク150％は構造規格の数値で維持。装置5種の歩き方を、巻上経路とブレーキ位置の説明に変えた。残る一致は150％と巻過防止の法令用語。
lubrication-daily-check,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,128,in_use,02abc069-ac29-49b4-9ded-2fa6de7a2963,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1042,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問6,KEEP_GENERAL,0.1551,0.1509,0.394,0.2933,0,subset,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,密封減速機・グリースカップ・集中給油の実務5文を、給油箇所の見方に組み替えた。残る一致は密封減速機は日常給油しない、という一般取扱い。法定周期ではない。
installation-notification,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,195,in_use,46eabefc-4b6f-4a68-9fb9-d28da23c763f,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1306,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問18,KEEP_STATUTORY,0.0428,0.2496,0.5704,0.1149,0,partial,shared_topic_vocabulary,中,中,法定30日/10日/2t,n/a,n/a,n/a,中,statutory,no,no,設置許可・届出の日数とトン境はクレーン則。例題トン数は比較先と違う。
completion-performance-inspection,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,210,in_use,ac7cefed-bcd2-4d06-bedd-f3f8155ee11b,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1217,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問14,KEEP_STATUTORY,0.0417,0.22,0.5047,0.1239,0,none,shared_topic_vocabulary,中,なし,なし,n/a,n/a,n/a,中,statutory,no,no,落成/性能/変更の試験項目は法定マトリクス。
inspection-certificate,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,223,in_use,f5b11f26-222e-47b4-a9af-5489927c2b86,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,450,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問22,KEEP_STATUTORY,0.0239,0.189,0.4896,0.0772,0,full,shared_topic_vocabulary,中,なし,法定10日,n/a,n/a,n/a,中,statutory,no,no,検査証の書換え10日は法定。移動式の経由先はコピーしていない。
operator-license,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,236,in_use,e4aecf6c-56b1-47db-b5c2-b1773a5046f5,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,287,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問11,KEEP_STATUTORY,0.2152,0.2072,0.5747,0.227,0,full,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,statutory,yes,yes,5 t境界と取消し後1年は安衛法・クレーン則。30日返還などの誤記キーを本文の結論列から外した。残る一致は5 tと1年欠格だけ。
periodic-self-inspection,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,249,in_use,90de5135-3fce-48ce-879b-b321d31e16c6,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1349,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問20,KEEP_STATUTORY,0.0122,0.182,0.4887,0.0576,0,full,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,statutory,yes,yes,年次1年・月次1月・記録3年はクレーン則の法定周期。誤記4＋正1の並びを周期ごとの肯定説明に変えた。残る一致はこの3つの年限だけ。
ac-dc-basics,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,288,in_use,ff1b7f22-8da4-4118-a7b0-918d5c6338dd,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,505,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問21,KEEP_GENERAL,0.005,0.1439,0.4214,0.0311,0,none,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,交直流の定義を、向きが変わるか／整流後は脈流か、から説明した。特別高圧送電と三相の誤定義並びは外した。残る一致は交流＝向きが変わる、という教科書定義。
motor-types,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,302,in_use,845495ff-ddb9-4471-b112-e3495c5b95dd,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1412,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問23,KEEP_GENERAL,0.0045,0.129,0.5221,0.056,0,subset,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,すべり15–20％を誤記として出す項目型をやめ、誘導電動機の回転磁界から入った。残る一致は三相誘導電動機という一般用語。すべり数値の誤肢ミラーは残していない。
controllers-switches,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,316,in_use,a5ef30c6-6ef0-4f43-ab83-51ba83fde071,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,610,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問26,KEEP_GENERAL,0.0103,0.1907,0.5698,0.059,0,subset,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,ゼロノッチとコースチングの定義順を、操作位置と惰行の意味に分けて書いた。残る一致はこの二つの用語定義。用語そのものは変更不可。
electric-shock,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,343,in_use,2705da57-a4d3-4fae-8b0f-28781d631376,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1560,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問30,KEEP_GENERAL,0.0023,0.2124,0.5161,0.0596,0,none,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,電流×時間×波形の一般整理を残し、内部熱傷の特徴句を結論の核にしない構成にした。残る一致は感電の重症度が電流・通電時間・経路に依るという安全の一般知識。
insulation-grounding,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,356,in_use,f98b6559-97f4-4b76-8052-099652d3055b,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1454,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問25,KEEP_GENERAL,0.0024,0.1429,0.4118,0.0413,0,none,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,トロリ線・キャブタイヤ・金属管の給電5文を、絶縁と接地の役割から書き直した。残る一致はこれらの給電部材名。部材名は一般用語。
center-of-gravity,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,438,in_use,5ed754a4-7047-4cf3-b216-0d6779539fbe,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1645,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問34,KEEP_GENERAL,0.0053,0.1498,0.3542,0.0891,0,none,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,重心の鉛直線と底面の関係は物理の定義。直方体／円柱のチェックリスト順を安定判定の手順に変えた。残る一致は鉛直線が底面内なら復元、という力学。
load-types,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,494,in_use,34ac2d0c-b0d7-4df3-8885-c1ee3930cc5e,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,806,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問35,KEEP_GENERAL,0.0,0.1989,0.487,0.042,0,none,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,ガーダ曲げ・ロープ引張曲げ・両振りの定義束を、どの部材にどの荷重が載るかの見方に崩した。残る一致は曲げ／引張／両振りという材料力学の用語。
stress-strain,learn,crane_all,src/lib/data/learn/crane-all-topics.ts,507,in_use,1b00f817-2e4b-4f9b-86a2-368cdc435f1b,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1624,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問33,KEEP_GENERAL,0.0061,0.0943,0.4284,0.0465,0,subset,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,σ=P/Aは公式で維持。質量／比重の立方体トラップ付録を外し、応力とひずみの定義から入った。残る一致は公式と単位換算。
mobile-types-models,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,60,in_use,7cf3a1a5-4f9a-42e6-a95a-e024218ea623,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,27,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問2,KEEP_GENERAL,0.0101,0.2287,0.6594,0.0328,0,full,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,ラフテレーン操向・PTO・H/Xアウトリガの型式5文を、走行と作業の分担から説明し直した。残る一致は型式名と操向方式の一般区別。
mobile-terms-dimensions,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,74,in_use,d8e1f334-e11a-4c60-8ddf-7ae10ccd8553,supabase/migrations/20260902133100_mobile_crane_2025_10_questions.sql,3,公益財団法人安全衛生技術試験協会 令和7年10月公表 移動式クレーン運転士試験 問1,KEEP_GENERAL,0.0022,0.2692,0.623,0.0346,0,none,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,つり上げ荷重・作業半径・定格速度・総揚程の定義5文を、測定の起点ごとに並べ替えた。残る一致はJIS/クレーン則の用語定義。定義文は変更不能。
mobile-crawler-undercarriage,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,88,in_use,3cbe1b73-f723-4ad2-a641-bec17aebc245,supabase/migrations/20260902133100_mobile_crane_2025_10_questions.sql,66,公益財団法人安全衛生技術試験協会 令和7年10月公表 移動式クレーン運転士試験 問4,KEEP_GENERAL,0.0094,0.2893,0.7305,0.0409,0,full,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,起動輪／遊動輪の項目型を、履帯の駆動と張りの役割に変えた。残る一致は接地圧p=m·9.8/A。9.8は物理定数。
mobile-upper-slew,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,102,in_use,af97a968-bfa6-4707-bba9-b0cc7694e18d,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,69,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問4,KEEP_GENERAL,0.0179,0.3075,0.7323,0.0654,0,none,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,比較先と同じ五肢（ベアリング旋回・AT後部CW・RT運転室・箱型フートピン・Aフレーム高低）の並びをやめ、おもりの位置と操作室の分け方から書き直した。再監査では同一peerとの類似がMEDIUMからNO_MATCHへ下がった。残る一致は旋回・カウンタウエイトという一般名称だけ。
mobile-hoist-clutch-brake,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,116,in_use,f928f3a7-c739-46af-af03-1e6dff4ec29a,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,90,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問5,KEEP_GENERAL,0.011,0.2174,0.6193,0.0683,0,none,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,モータ→減速機→クラッチ→ドラムの順を残しつつ、切る位置と止める位置の役割で切った。残る一致はこの伝達経路という教科書の並び（機械の実体順なので変更不能）。
mobile-jib-attachment,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,130,in_use,14736c5f-c4ef-4e43-9e18-a9ae7a956673,supabase/migrations/20260902133100_mobile_crane_2025_10_questions.sql,45,公益財団法人安全衛生技術試験協会 令和7年10月公表 移動式クレーン運転士試験 問3,KEEP_GENERAL,0.0022,0.2775,0.5922,0.0434,0,full,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,伸縮方式・ペンダント・マグネットの金属リストを、ジブに何を足すかの用途説明に変えた。残る一致は附属品の一般名称。
mobile-wire-rope-lay,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,143,in_use,a99d833b-fe33-4891-9bca-12ba1e165787,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,132,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問7,KEEP_STATUTORY,0.01,0.1885,0.5079,0.0469,0,subset,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,statutory,yes,yes,ラングより／普通よりの説明順を変えた。廃棄基準6・10％・7％超はクレーン則で維持。残る一致はこの法令％とより方の用語。
mobile-safety-devices,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,157,in_use,6cb3a30e-bf27-48e9-a028-62d9ddd775db,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,153,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問8,KEEP_GENERAL,0.0026,0.2335,0.5113,0.043,0,none,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,過負荷・外れ止め・巻過・起伏停止・旋回警報の装置5文を、何を検知して何を止めるかで再配列した。残る一致は装置名。装置名は規格用語。
mobile-rated-load-table,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,170,in_use,d70cff67-afb8-43df-8f34-8553314a6f1e,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,197,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問10,KEEP_GENERAL,0.0933,0.1176,0.4072,0.1414,0,subset,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,チャートの数値例は既に差し替え済み。階段状の太線の読み方を、強度線と安定線の交わりとして説明した。残る一致は『表の交点を読む』という一般読図。
mobile-work-area-stability,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,184,in_use,1aa9c39e-b749-45d1-bde3-6581316bd87b,supabase/migrations/20260902133100_mobile_crane_2025_10_questions.sql,150,公益財団法人安全衛生技術試験協会 令和7年10月公表 移動式クレーン運転士試験 問8,KEEP_GENERAL,0.0025,0.1419,0.4344,0.0415,0,none,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,後方安定・前方悪化の順位付けを、アウトリガ張出と旋回位置の関係から書いた。残る一致は前方作業が不利になりやすい、という一般安定。
mobile-engine-electrical,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,211,in_use,1dc0d658-f763-4dc9-b6a6-980f85b5e555,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,240,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問12,KEEP_GENERAL,0.0186,0.3167,0.7089,0.0994,0,full,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,24 V始動・エアヒータ・レギュレータの項目束を、始動と充電の役割に分けた。残る一致は24 Vという慣用電圧。法令値ではないが車載の一般仕様。
mobile-hydraulic-actuators,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,238,in_use,ea7922b2-5f6b-4a5a-8a9e-e77aa0131097,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,282,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問14,KEEP_GENERAL,0.0033,0.2175,0.6336,0.0556,0,none,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,複動シリンダとラジアル／アキシアルの対比順を、直動か回転かで切り直した。残る一致はこれらの油圧要素名。
mobile-hydraulic-accessories,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,266,in_use,e0a2fba2-887a-4c05-95aa-ecd09d156769,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,324,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問16,KEEP_GENERAL,0.0033,0.2562,0.5545,0.0694,0,none,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,タンク・クーラ・アキュムレータの5文を、油の貯める／冷やす／蓄える機能で書いた。残る一致は附属品名。
mobile-hydraulic-maintenance,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,279,in_use,12d5bc00-3970-432c-a1bd-3403d6ffe57d,supabase/migrations/20260902133100_mobile_crane_2025_10_questions.sql,365,公益財団法人安全衛生技術試験協会 令和7年10月公表 移動式クレーン運転士試験 問18,KEEP_GENERAL,0.0024,0.1238,0.367,0.0665,0,subset,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,引火点180–240℃は作動油の教科書帯で維持。油性質の5文歩きを、点検で見る性状に変えた。残る一致はこの温度帯。
mobile-electricity-basics,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,292,in_use,57717975-392a-4124-b881-2e4c8b9f2b63,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,387,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問19,KEEP_GENERAL,0.0,0.1693,0.5152,0.0061,0,full,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,特別高圧交流と200/400 Vの定義束を、電圧階級の見方に崩した。残る一致は低圧／高圧の一般区分。
mobile-electric-shock,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,305,in_use,2ee7ed87-0b44-4600-9ebb-a7eaab272692,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,408,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問20,KEEP_GENERAL,0.0027,0.1637,0.4309,0.06,0,full,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,50 mA·1 sは安全の目安として維持。送電線シーンを一般の接近注意に平らげた。残る一致はこの目安電流。法令の離隔距離表は引用していない。
mobile-inspection-system,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,318,in_use,a94060d5-d979-4db9-bc54-dd1d0a2cc052,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,599,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問29,KEEP_STATUTORY,0.0249,0.2105,0.5043,0.0845,0,partial,shared_topic_vocabulary,中,なし,法定1.27/1.25,n/a,n/a,n/a,中,statutory,no,no,製造/性能/変更検査と安定度1.27は構造規格。乗数は変えない。
mobile-inspection-certificate,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,331,in_use,f5b11f26-222e-47b4-a9af-5489927c2b86,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,450,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問22,KEEP_STATUTORY,0.0503,0.3697,0.6825,0.1814,0,full,statutory_or_formula_numbers,中,なし,法定10日/2年,n/a,n/a,n/a,中,statutory,no,no,移動式検査証の書換え経路は条文。
mobile-license-slinging-qual,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,344,in_use,387dcd10-30cc-4a46-a00d-a551680dcfbe,supabase/migrations/20260902133100_mobile_crane_2025_10_questions.sql,475,公益財団法人安全衛生技術試験協会 令和7年10月公表 移動式クレーン運転士試験 問23,KEEP_STATUTORY,0.0455,0.1546,0.427,0.1114,0,partial,terminology_or_boilerplate,弱,なし,法定5t/1t,n/a,n/a,n/a,弱,statutory,no,no,免許・講習のトン境。例題トン数は比較先と違う。
mobile-use-restrictions,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,357,in_use,c90e24b3-28ba-444c-a3a9-c91d3133a58b,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,514,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問25,KEEP_STATUTORY,0.2396,0.2391,0.5072,0.2473,0,partial,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,statutory,yes,yes,0.5 tはクレーン則の報告・制限の境界で維持。装置取り外し許可の四文キーを、許可→報告の順の肯定文にした。残る一致は0.5 tと事業者許可。
mobile-overhoist-adjustment,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,370,in_use,37b0c9be-4785-4234-8062-1dd1d07c8eaa,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,535,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問26,KEEP_STATUTORY,0.117,0.1278,0.3492,0.2545,0,subset,terminology_or_boilerplate,弱,なし,法定0.05/0.25 m,n/a,n/a,n/a,弱,statutory,no,no,巻過防止の作動位置は省令。
mobile-self-inspection,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,396,in_use,2605175b-52ef-48b3-a413-288351c48954,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,377,公益財団法人安全衛生技術試験協会 令和7年10月公表 クレーン・デリック運転士（限定なし）試験 問15,KEEP_STATUTORY,0.0142,0.1711,0.4286,0.0667,0,full,terminology_or_boilerplate,中,なし,法定1年/1月/3年,n/a,n/a,n/a,中,statutory,no,no,自主検査周期と記録保存はクレーン則。
mobile-license-handling,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,409,in_use,f0dd74e2-d9aa-477d-bca1-3260db042352,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,620,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問30,KEEP_STATUTORY,0.0056,0.2958,0.6593,0.0433,0,full,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,statutory,yes,yes,書替え・再交付・1年欠格は免許行政の法定。30日返還の誤記を本文から外した。残る一致は遅滞なく返還と1年欠格。
mobile-work-regulations,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,422,in_use,c90e24b3-28ba-444c-a3a9-c91d3133a58b,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,514,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問25,KEEP_STATUTORY,0.1421,0.1444,0.368,0.1642,0,subset,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,statutory,yes,yes,フック搭乗禁止など同一コンボの再掲を、作業中の禁止事項の肯定列に変えた。残る一致はクレーン則の使用制限そのもの。
mobile-mass-specific-gravity,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,463,in_use,1b00f817-2e4b-4f9b-86a2-368cdc435f1b,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1624,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問33,KEEP_GENERAL,0.0092,0.0983,0.365,0.0747,0,subset,terminology_or_boilerplate,弱,なし,W=V×d,n/a,n/a,n/a,弱,general,no,no,比重と質量の公式。現場密度例は比較先の金属順と違う。
mobile-motion-acceleration,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,490,in_use,0bdc7fdf-a0c6-4acd-a95e-4aca59d2b652,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,728,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問35,KEEP_GENERAL,0.003,0.1607,0.4455,0.0403,0,full,terminology_or_boilerplate,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,V=L/Tは公式。数値例は既に別値。残る一致は公式と単位換算だけ。
mobile-friction,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,503,in_use,dfaa80b5-3e23-4994-9083-1448d2a6f228,supabase/migrations/20260901120100_crane_all_past_exam_questions.sql,1687,公益財団法人安全衛生技術試験協会 令和8年4月公表 クレーン・デリック運転士（限定なし）試験 問36,KEEP_GENERAL,0.0089,0.1261,0.5948,0.0771,0,none,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,F=μNは公式で維持。転がりと滑りの対比を、走行とブレーキの役割で書いた。残る一致は公式。
mobile-load-types,learn,mobile_crane,src/lib/data/learn/mobile-crane-topics.ts,516,in_use,709400ed-55a7-4465-9c6b-9ede16ddc355,supabase/migrations/20260902140000_mobile_crane_2026_04_questions.sql,770,公益財団法人安全衛生技術試験協会 令和8年4月公表 移動式クレーン運転士試験 問37,KEEP_GENERAL,0.0,0.2092,0.535,0.033,0,none,shared_topic_vocabulary,中,中,混在,n/a,n/a,n/a,中,general,yes,yes,フック引張曲げ・ドラム曲げねじりの定義束を、部材ごとの荷重の種類に分けた。残る一致は材料力学の用語。
xray-shielding-scatter-reduction,learn,xray,src/lib/data/learn/xray-topics.ts,144,in_use,9ec8636e-ecba-4282-9576-f372209680c6,supabase/migrations/20260903110000_xray_2025_10_questions.sql,222,公益財団法人安全衛生技術試験協会 令和7年10月公表 エックス線作業主任者試験 問8,KEEP_STATUTORY,0.0116,0.1485,0.4114,0.0481,0,full,terminology_or_boilerplate,強,強,約2倍,n/a,n/a,n/a,強,statutory,yes,yes,散乱低減の誤肢ミラーを肯定の遮蔽手順に書き直した。残る一致は距離・遮蔽・時間の防護三原則と利用線錐の法令用語。数値は変えていない。
xray-controlled-area-marking,learn,xray,src/lib/data/learn/xray-topics.ts,179,in_use,c5b1526e-b7d7-4780-9e8d-4064d3bef7c9,supabase/migrations/20260903110000_xray_2025_10_questions.sql,285,公益財団法人安全衛生技術試験協会 令和7年10月公表 エックス線作業主任者試験 問11,KEEP_STATUTORY,0.0253,0.1971,0.5299,0.1008,0,subset,shared_topic_vocabulary,強,強,法定1.3mSv/3月,n/a,n/a,n/a,強,statutory,yes,yes,管理区域標識の誤文反転を義務の肯定文にした。残る一致は電離則の管理区域標識・立入禁止の条文用語。標識の法定要件は言い換え不能。
